Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
-0.26446707528720864,2.0639849470572984,1.1236264596651626,1.5078516889366604,0.4622389286425454,-3.040364042263843,1.2126223641346567,1
-0.2222963472769337,-0.08313054347682246,0.8710002743157329,-1.1203480930592074,-1.0622055123350806,-0.12800882330786464,-0.5991694483364416,0
-0.5834031741735476,2.0376661126780897,0.11108119186262337,-0.06937863152322951,0.6780086633681458,-0.9873723363136776,1.2528218367785897,0
1.2201705036519104,-0.25178503771346794,-0.8536604697663576,-1.0312768745463048,0.45406954812337896,0.060976113427487086,0.2480473374255706,1
-0.8203707894424749,0.45053290617390296,-0.30443076830179694,1.4971356102233417,-1.441774738938826,-1.3050212451611585,-0.5586422387655149,0
1.6937965091215013,-1.2286241086872687,-0.20859745025043483,-0.47958856878159917,1.6826203415602758,-0.5394333721942819,1.1889356423197825,1
0.5367934004233089,-0.26908237080287606,-0.13787575332848825,0.5755313767977113,-2.4058125125542524,-1.240319440737896,-0.7080841721417515,0
-0.015122427420829719,-0.9183652767804398,-0.09208166067421186,0.8042959494141075,0.7099454905887516,0.8636139968158788,0.787055067119885,0
0.9077334927983677,-0.07728336157584026,-1.382355404716156,-0.7304234527198945,1.3365638244305778,-0.38667210066416413,0.8014381285024311,0
0.27628098199244716,-1.8157239579419513,-0.7031445907209545,-0.8660508477963365,1.3749255727813006,-0.7830332529817979,-0.41667050020895646,1
-0.21688848359103022,1.1364635588355454,-0.08320658526910499,-0.13843210401388803,1.0259817297905338,-0.6969497424827126,-1.7533888185461526,1
0.2907694539455201,-0.1978867601072428,0.43640117603565376,-2.417961190056074,2.0169384328578235,-1.6114980162727695,-0.6545098437880399,1
1.0001575085411756,-3.270683883401772,0.5576283646178753,1.2845225602089068,-0.16198837904963853,-1.1498151696610333,0.8172514821575197,1
0.7066588510919173,0.15858612827135501,-0.5402037951548256,0.04616791027007749,0.004304814707077237,0.3571923490210265,-0.638908524364401,0
0.2771158437783772,0.4189811058189496,-0.3933252136034692,-1.0447817392906724,-0.05624278690862645,-0.3347532048455119,1.1443769064930038,1
1.1811595209638877,-2.175666105595546,-0.06632612218472707,-1.0184015330231084,1.5539240320045382,-0.22913483513962377,1.918502073972233,1
1.134657966367614,-0.43271201831648604,-0.5544284372361291,1.2517435058903212,0.06669399900096412,1.0096769622390718,0.5360571118033025,1
-1.0538762809599187,-0.9837607562615921,1.1924625431667975,1.3767874246143568,-0.3334779290934938,-2.7399439242512305,-0.09754550037280069,1
2.046887298662606,0.24585329274293208,0.5880306034215916,-1.9725598652048129,1.7950292437654243,-0.42661321192875407,1.8038790297688971,1
0.9743520247488237,0.017151957594116033,-1.235562256179868,-0.05281905478385969,-0.3254930383143283,-0.19417739531762468,0.7341197040463657,0
0.29241563619079863,-0.06200127287408699,0.6221805845550092,0.7495109553463081,-1.3204267741313944,-0.06669157290942529,0.6933133650998068,0
-0.05305526706161142,-2.0305987615942502,-0.4558818996695397,0.10631575506371749,1.022337919992677,-1.1649299585567237,-0.20963313158056862,1
1.86779336026065,-1.1697797106324221,-0.2800850710765051,-1.3545585340786912,1.9745565624152976,-0.2827953687051736,0.5469899400406664,1
-0.33641916097486935,0.4549617787834284,0.0872715442714418,0.16451614134417852,-0.5275831039010404,-0.4827365364053235,-0.40098144648727124,0
-1.435285560620329,2.8220520617953495,-0.726185791385168,-0.8138805431701926,-1.1329104026694379,-1.0926927407314595,-0.12019594525582233,1
-2.681774715598576,1.0020239034630083,1.1523203364178587,0.7686935671254839,0.660403014014487,1.4100893498905707,0.630284303926579,0
-0.35766601757178734,-0.7991737997218464,-0.35684638142258157,-0.3169870779962621,0.06224575766707986,0.7238271466161728,0.5945955498580385,0
-0.49666545610723245,1.6938185823849523,-0.6584291073313682,-0.2539696388328631,-0.3793977541466396,-0.17625626808486072,0.3585747839803362,0
0.0027719425059864107,-0.08799281740538782,0.5071522714793998,0.24426360771506525,0.038000395863196805,-1.6265006101636155,0.44575926503595464,1
-1.3376370167654512,-0.03233142317550338,1.4052287320201542,0.3346810545943544,0.13149527992755214,-0.6099545774890642,1.4330467493669778,0
-0.7388387754082173,-0.5771714923750384,0.6032484001177758,-0.41947192127347926,-0.6487424388839726,0.2915913666464948,-1.019661388236039,0
-1.3967417644455797,-0.40427644316818967,1.6478699339266047,-1.3042370174812907,0.009566059711012409,0.48927519111976026,-0.3888029686894377,1
-0.4387764933562594,-0.06118113940176618,0.08993587081824968,-0.013638843299136436,-0.37828697167058956,0.1657466057579573,-0.5129937730585215,0
-1.912236527307768,-0.4479230785960521,0.2242292795985564,0.004504505609962888,0.32907123288897444,0.45117616793832,-1.6152584663636398,0
0.09818198472624441,-0.016482063708000542,-0.31101514758493504,0.48168091003499575,-0.838563035088909,-0.23928737913145878,-0.5852729819896323,0
2.165084194682319,-1.3999890655228502,0.44995622701626203,-2.189674327032324,1.3297516142444459,0.014226676404651346,1.4411755773608363,1
0.8656036900611863,-0.4059076091884143,0.798402334391719,0.38427819821643716,-0.7806439420360841,0.6534300495607204,-0.6906812144715553,1
-0.648395427797779,2.8154554751225374,-0.88395954176418,-0.29258099054380804,0.3948898598265855,-0.5786184110164322,-0.5934887886991834,1
-0.12453181314839971,-0.019793053068126062,1.4059984136726749,0.7406838646454458,1.1862321514594745,-0.11311360269050058,-0.5276417257820974,1
-0.5574139093998655,0.6169966233871694,1.2596022760193484,0.6451938163961802,0.24086036914236444,-0.6162082707815463,0.9784424087557839,0
-0.3644707971763299,0.10231327368257656,-0.6618681208824687,-0.4642981558296909,1.3146481511097021,-0.028725571155646938,0.8883126629455563,0
